Date,Portfolio 1,Portfolio 2,Portfolio 3,Portfolio 4,Portfolio 5
1969-05,0.002385,-0.005902,-0.008334,-0.004851,-0.000844
1969-06,-0.112739,-0.116243,-0.10951,-0.09548,-0.070466
1969-07,-0.101385,-0.092831,-0.083964,-0.079248,-0.061188
1969-08,0.044134,0.053379,0.060524,0.052849,0.044876
1969-09,-0.017781,-0.021012,-0.005496,-0.018021,-0.018182
1969-10,0.109396,0.093625,0.071581,0.075712,0.063032
1969-11,-0.064294,-0.056861,-0.050564,-0.045629,-0.034165
1969-12,-0.084911,-0.061688,-0.039355,-0.02735,-0.023062
1970-01,-0.016146,-0.051749,-0.061996,-0.075642,-0.078805
1970-02,0.043117,0.032702,0.036683,0.054874,0.065685
1970-03,-0.027653,-0.023086,-0.012504,-0.010627,-0.009583
1970-04,-0.167032,-0.159884,-0.154599,-0.135888,-0.103372
1970-05,-0.09613,-0.102071,-0.103564,-0.099203,-0.072514
1970-06,-0.096722,-0.090007,-0.071022,-0.064226,-0.041909
1970-07,0.045247,0.076851,0.079147,0.075374,0.074523
1970-08,0.073129,0.072862,0.064849,0.055412,0.044196
1970-09,0.171264,0.122621,0.104529,0.068211,0.039128
1970-10,-0.080263,-0.068175,-0.036069,-0.046157,-0.022983
1970-11,-0.017516,0.014922,0.028878,0.040879,0.050178
1970-12,0.095111,0.093751,0.086537,0.080962,0.064055
1971-01,0.179781,0.119094,0.094467,0.071606,0.049837
1971-02,0.058813,0.03445,0.026748,0.01615,0.009233
1971-03,0.067551,0.051952,0.065107,0.052982,0.036638
1971-04,0.034302,0.026753,0.033489,0.034797,0.033107
1971-05,-0.053789,-0.052328,-0.05016,-0.031697,-0.034734
1971-06,-0.026771,-0.014678,-0.010685,0.001829,0.003933
1971-07,-0.062817,-0.051873,-0.045638,-0.051766,-0.038278
1971-08,0.047237,0.051595,0.048997,0.050697,0.038061
1971-09,-0.012139,-0.008531,-0.011108,-0.004548,-0.011648
1971-10,-0.058266,-0.055931,-0.052888,-0.042749,-0.049018
1971-11,-0.047829,-0.034801,-0.022042,-0.021356,-0.008463
1971-12,0.134115,0.125911,0.119559,0.10482,0.090387
1972-01,0.159366,0.088022,0.057289,0.039341,0.015646
1972-02,0.038434,0.038263,0.024393,0.03388,0.027089
1972-03,-0.011536,-0.002795,0.009035,0.00381,0.004045
1972-04,0.010788,0.010083,0.001976,0.001235,0.007551
1972-05,-0.022025,-0.028056,-0.01626,0.002094,0.00939
1972-06,-0.034724,-0.031291,-0.03447,-0.03263,-0.029315
1972-07,-0.029334,-0.029957,-0.030069,-0.020766,-0.014025
1972-08,0.014417,0.007787,0.018065,0.027042,0.042338
1972-09,-0.04244,-0.034106,-0.017971,-0.025656,-0.017874
1972-10,-0.021007,-0.009891,-0.006489,-0.008405,0.015655
1972-11,0.064668,0.057113,0.054047,0.067368,0.057636
1972-12,-0.02284,-0.021604,-0.005957,-0.009627,-0.001628
1973-01,-0.024723,-0.048774,-0.056709,-0.060892,-0.049626
1973-02,-0.0706,-0.081647,-0.080437,-0.071108,-0.043737
1973-03,-0.033189,-0.0406,-0.031279,-0.028174,-0.014076
1973-04,-0.07414,-0.071602,-0.075958,-0.075413,-0.055652
1973-05,-0.091203,-0.095904,-0.078703,-0.064098,-0.024075
1973-06,-0.036838,-0.037671,-0.031267,-0.03263,-0.019206
1973-07,0.141062,0.135179,0.10666,0.092885,0.071718
1973-08,-0.054175,-0.060383,-0.03737,-0.033428,-0.024175
1973-09,0.098807,0.10477,0.095155,0.106337,0.079457
1973-10,0.013541,-0.004472,-0.009157,-0.009447,-0.009553
1973-11,-0.212016,-0.195092,-0.185869,-0.174455,-0.132522
1973-12,-0.055954,-0.039676,-0.019161,0.006721,0.020773
1974-01,0.208588,0.135279,0.098936,0.05298,0.007522
1974-02,0.010921,0.000958,0.003889,0.004727,0.00457
1974-03,0.019663,-0.01054,-0.014666,-0.025874,-0.034226
1974-04,-0.055736,-0.060433,-0.073038,-0.064762,-0.055755
1974-05,-0.072883,-0.088417,-0.085152,-0.071772,-0.056024
1974-06,-0.036325,-0.047786,-0.036137,-0.042024,-0.035338
1974-07,-0.047946,-0.054276,-0.04628,-0.044099,-0.060587
1974-08,-0.090536,-0.092558,-0.090943,-0.096021,-0.105933
1974-09,-0.070998,-0.077984,-0.0888,-0.080431,-0.098173
1974-10,0.079568,0.102502,0.088017,0.132365,0.180931
1974-11,-0.075892,-0.055863,-0.047965,-0.033873,-0.031178
1974-12,-0.10185,-0.086596,-0.065555,-0.058865,-0.026262
1975-01,0.45132,0.348288,0.267445,0.229237,0.147513
1975-02,0.028601,0.038324,0.031576,0.04714,0.043435
1975-03,0.159434,0.081769,0.06245,0.058099,0.03261
1975-04,0.020802,0.030995,0.029903,0.045464,0.042011
1975-05,0.085474,0.084641,0.07191,0.06151,0.049578
1975-06,0.111849,0.077587,0.067076,0.055464,0.064754
1975-07,0.004011,-0.028658,-0.037367,-0.04777,-0.066798
1975-08,-0.071918,-0.062433,-0.050823,-0.039844,-0.027912
1975-09,-0.041321,-0.043508,-0.039542,-0.044936,-0.044036
1975-10,-0.008614,0.034195,0.032477,0.042683,0.056182
1975-11,0.022806,0.020901,0.02505,0.029855,0.02919
1975-12,0.006622,-0.013305,-0.006533,-0.005692,-0.009405
1976-01,0.278016,0.213681,0.188836,0.152535,0.127894
1976-02,0.177665,0.096941,0.073207,0.03892,-0.000673
1976-03,0.007373,0.019195,0.005944,0.010986,0.016006
1976-04,-0.019662,-0.021193,-0.011837,-0.015297,-0.011877
1976-05,-0.02673,-0.021608,-0.023125,-0.017157,-0.015358
1976-06,0.019686,0.036321,0.03778,0.055144,0.048605
1976-07,0.012961,0.010311,-0.002682,-0.004176,-0.00828
1976-08,-0.020744,-0.018811,-0.020507,-0.016829,-0.006712
1976-09,0.010241,0.023522,0.029566,0.019211,0.018318
1976-10,-0.023089,-0.02804,-0.022629,-0.021657,-0.025684
1976-11,0.030293,0.037343,0.034786,0.028671,0.006525
1976-12,0.140023,0.10732,0.092362,0.074747,0.062954
1977-01,0.055968,0.031643,0.011391,-0.01536,-0.046097
1977-02,-0.007485,-0.017,-0.012548,-0.024077,-0.024844
1977-03,0.030633,0.00456,0.001527,-0.002294,-0.009327
1977-04,0.017759,0.016579,0.020554,0.01602,0.010062
1977-05,0.008723,-0.010401,-0.003873,-0.009976,-0.017542
1977-06,0.065751,0.071309,0.063093,0.055924,0.046282
1977-07,0.016519,0.003003,-0.006828,-0.014251,-0.022634
1977-08,-0.004468,-0.013245,-0.0104,-0.020514,-0.024629
1977-09,0.009246,0.007598,0.012924,-0.00109,-0.002966
1977-10,-0.02524,-0.025806,-0.026317,-0.028312,-0.044025
1977-11,0.104713,0.088797,0.075363,0.063626,0.039939
1977-12,0.020831,0.010083,0.005937,0.006909,-0.000193
